decisions,propagations,conflicts,user-propagations,final-checks,problem,length,steps,mutexes,propagator
1,681,8,1,1,grounder_dcrm_qurm_problem_x,8,8,77,exists-prop
31048,3038886,7472,305,1,grounder_dcrm_qurm_grounded-truck-2,18,10,614,exists-stepshare
25945,3503501,11164,760,1,grounder_dcrm_qurm_strips-sat-x-1,11,10,9342,forall-prop
2,733,9,1,1,grounder_dcrm_qurm_problem_x,8,8,5,exists-stepshare
51892,815630,1401,1198,1,grounder_dcrm_qurm_original,12,5,2444,exists-stepshare
15297,1338754,4145,312,313,grounder_dcrm_qurm_name,23,23,3418,exists-final
3,25,2,2,1,grounder_dcrm_qurm_tsp-2,2,2,1,exists-stepshare
601476,84985560,434753,5511,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-4,24,15,6913,exists-decide
34654,2805187,7430,655,1,grounder_dcrm_qurm_grounded-truck-1,13,11,1351,forall-lazy
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,1,forall
3488,15746,57,25,1,grounder_dcrm_qurm_mprime-x-3,23,3,28,exists-stepshare
17131,1285820,7097,0,1,grounder_dcrm_qurm_strips-sat-x-1,11,10,1002,forall
15010,623643,1967,52,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,110,forall-lazy
51170,2536580,7668,50,51,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,344,forall-final
127193,4609506,11268,1362,1363,grounder_dcrm_qurm_truck-1,13,11,27306,forall-final
26,2994,20,20,1,grounder_dcrm_qurm_problem_x,9,9,410,forall-prop
85699,4103608,9269,2345,1,grounder_dcrm_qurm_prob1,60,14,4232,forall-code
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,0,forall-code
1413,77744,630,166,1,grounder_dcrm_qurm_ztravel-1-2,10,8,416,forall-decide
1114,163710,571,0,1,grounder_dcrm_qurm_strips-sat-x-1,13,7,94,exists-decide
2845,117357,1030,250,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,582,forall-lazy
884195,73098415,385305,4632,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-6,25,15,11204,exists-lazy
3962,21744,74,28,29,grounder_dcrm_qurm_pathways-02,16,7,708,forall-final
3203,36045,140,45,1,grounder_dcrm_qurm_prob1,27,5,64,exists-decide
17225,1096590,3390,675,1,grounder_dcrm_qurm_truck-2,17,8,1597,exists-lazy
662558,98243796,485716,6086,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-5,25,15,7629,exists-decide
44773,7091893,9330,3716,1,grounder_dcrm_qurm_grounded-truck-3,22,10,27245,exists-prop
97,4352,56,0,1,grounder_dcrm_qurm_strips-gripper-x-1,12,4,221,exists
6629,1126571,2996,1071,1,grounder_dcrm_qurm_name,23,23,2669,forall-prop
569,44387,269,0,1,grounder_dcrm_qurm_name,10,10,55,forall
75759,4716970,12446,1773,1,grounder_dcrm_qurm_truck-1,13,11,2647,forall-code
127,964,17,7,1,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,20,forall-lazy
3729,48305,140,66,1,grounder_dcrm_qurm_prob1,26,5,165,exists-stepshare
793,81983,449,623,1,grounder_dcrm_qurm_roverprob4213,9,7,7098,forall-prop
28179,519251,827,713,1,grounder_dcrm_qurm_original,10,5,1552,exists-lazy
127,964,17,7,1,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,18,forall-code
72,3594,22,0,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,16,7,0,exists-lazy
4,10,0,2,1,grounder_dcrm_qurm_briefcase-o2,1,1,6,exists-prop
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,forall-code
2,23,1,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,exists-decide
67,4805,21,3,4,grounder_dcrm_qurm_problem_x,9,9,10,exists-final
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,2,forall
7053,718102,2691,297,1,grounder_dcrm_qurm_name,23,23,1010,exists-lazy
3369,535025,1522,155,1,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,155,exists-decide
7097,833567,3118,47,1,grounder_dcrm_qurm_pfile02,7,7,408,exists-code
25,1225,13,4,1,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,5,exists-stepshare
1482,57374,611,184,1,grounder_dcrm_qurm_strips-gripper-x-1,11,7,1451,forall-prop
13057,2355896,8775,45,1,grounder_dcrm_qurm_pfile01,9,9,1046,forall-decide
9763,266917,679,214,1,grounder_dcrm_qurm_prob1,45,9,275,exists-decide
8023,925373,3523,65,1,grounder_dcrm_qurm_pfile03,7,7,1126,forall-code
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,0,forall-final
68752,984504,741,312,313,grounder_dcrm_qurm_mprime-x-2,22,5,12055,exists-final
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,0,exists-lazy
7665,1315407,3675,0,1,grounder_dcrm_qurm_name,23,23,105,forall
7982,924814,3522,65,1,grounder_dcrm_qurm_pfile03,7,7,562,exists-code
90151,16723838,64961,27,1,grounder_dcrm_qurm_power1,24,16,23731,exists-prop
281,2739,28,17,1,grounder_dcrm_qurm_dlog-2-2-4,15,5,35,exists-stepshare
38,2472,33,0,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,9,7,0,exists-stepshare
1324,7453,37,14,15,grounder_dcrm_qurm_pathways-01,8,5,160,forall-final
15010,623643,1967,52,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,110,exists-lazy
3509,219147,1348,0,1,grounder_dcrm_qurm_pfile02,7,7,1540,exists
64644,3264468,9523,61,62,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,376,exists-final
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,0,exists-stepshare
4433,115123,736,56,57,grounder_dcrm_qurm_ztravel-1-2,9,8,246,exists-final
30904,670458,1254,367,1,grounder_dcrm_qurm_prob1,61,12,505,exists-code
105,6627,45,116,1,grounder_dcrm_qurm_printjob,22,11,589,forall-prop
12,593,9,1,1,grounder_dcrm_qurm_printjob,8,8,1,exists-decide
6017,258238,870,0,1,grounder_dcrm_qurm_prob1,44,10,28275,forall
337,4152,44,0,1,grounder_dcrm_qurm_ztravel-2-4,9,4,1720,exists
21,276,16,13,1,grounder_dcrm_qurm_tsp-3,3,3,30,forall-lazy
52,1102,22,12,1,grounder_dcrm_qurm_name,4,4,34,forall-decide
1327,39550,193,507,1,grounder_dcrm_qurm_pathways-01,41,9,794,exists-prop
82664,12463117,50014,26,27,grounder_dcrm_qurm_power1,16,16,99,exists-final
1631951,472743352,761737,2325,1,grounder_dcrm_qurm_strips-sat-x-1,17,15,26328,forall-code
950,98458,435,0,1,grounder_dcrm_qurm_roverprob1234,11,9,2934,forall
461,16215,86,40,1,grounder_dcrm_qurm_pathways-03,19,8,84,exists-lazy
32,195,6,13,1,grounder_dcrm_qurm_briefcase-o3,2,2,69,exists-prop
34,218,7,7,1,grounder_dcrm_qurm_briefcase-o3,2,2,14,forall-code
10193,49145,107,42,43,grounder_dcrm_qurm_mprime-x-3,19,4,1177,exists-final
3901,83905,920,186,187,grounder_dcrm_qurm_strips-gripper-x-1,11,7,1596,exists-final
18,282,7,0,1,grounder_dcrm_qurm_briefcase-o3,2,2,180,forall
13249,92654,197,74,75,grounder_dcrm_qurm_pathways-03,25,8,5124,forall-final
8854,67101,275,164,1,grounder_dcrm_qurm_strips-log-x-1,53,6,218,exists-decide
7,944,8,11,1,grounder_dcrm_qurm_printjob,15,9,165,forall-prop
5600,47121,305,198,1,grounder_dcrm_qurm_strips-log-x-1,52,6,492,exists-lazy
282,3378,23,151,1,grounder_dcrm_qurm_pathways-01,8,5,722,exists-prop
15010,623643,1967,52,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,104,forall-code
8360,354117,942,0,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,7608,exists
93035,1691188,1332,301,302,grounder_dcrm_qurm_prob1,35,10,10071,forall-final
1476025,144709373,717273,2933,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-5,25,15,6650,exists-stepshare
40,2589,15,3,1,grounder_dcrm_qurm_problem_x,9,9,3,exists-decide
4990,487523,2017,37,1,grounder_dcrm_qurm_pfile02,7,7,812,exists-stepshare
38,2472,33,0,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,9,7,0,exists-code
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,exists-lazy
610,53130,281,0,1,grounder_dcrm_qurm_roverprob4213,9,7,3011,exists
3046,429391,1072,0,1,grounder_dcrm_qurm_grounded-truck-2,18,8,4776,exists
12,593,9,1,1,grounder_dcrm_qurm_printjob,8,8,4,forall-lazy
30,55,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,27,2,0,forall-decide
105165,9455416,58253,1286,1,grounder_dcrm_qurm_strips-gripper-x-2,17,11,2794,forall-lazy
163,416,10,8,9,grounder_dcrm_qurm_briefcase-o3,2,2,36,exists-final
5778,70784,120,72,1,grounder_dcrm_qurm_mprime-x-2,21,4,124,exists-stepshare
2258,73672,573,0,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,2366,forall
30,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,7,2,1,exists-prop
110,1978,13,62,1,grounder_dcrm_qurm_pathways-01,7,5,433,exists-prop
237,1553,29,177,1,grounder_dcrm_qurm_mprime-x-1,13,4,817,exists-prop
3826,46857,97,56,1,grounder_dcrm_qurm_mprime-x-2,26,4,73,exists-code
426,13838,134,40,1,grounder_dcrm_qurm_name,10,10,131,exists-stepshare
256176,9836198,9458,7529,1,grounder_dcrm_qurm_original,10,6,17685,forall-decide
10252,120903,469,172,173,grounder_dcrm_qurm_network1new_all_8_3_instance,11,6,3248,exists-final
3,25,2,2,1,grounder_dcrm_qurm_tsp-2,2,2,4,forall-lazy
2,10,0,4,1,grounder_dcrm_qurm_briefcase-o2,1,1,10,forall-prop
820,106223,406,22,1,grounder_dcrm_qurm_roverprob1234,11,9,238,exists-stepshare
49509,4730534,29500,780,1,grounder_dcrm_qurm_strips-gripper-x-3,24,8,2052,exists-lazy
30,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,7,2,0,exists-stepshare
36,1590,16,3,1,grounder_dcrm_qurm_printjob,15,9,6,exists-stepshare
1303,7002,33,13,14,grounder_dcrm_qurm_pathways-01,8,5,153,exists-final
16175,2222622,8151,1107,1,grounder_dcrm_qurm_pfile01,9,9,8097,exists-prop
33685,2482345,6301,6116,1,grounder_dcrm_qurm_truck-2,18,9,39921,exists-prop
30,217,5,5,1,grounder_dcrm_qurm_briefcase-o3,2,2,9,forall-decide
23,168,3,3,1,grounder_dcrm_qurm_briefcase-o3,2,2,3,exists-decide
2852,425853,1285,66,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,136,forall-decide
3319,14941,54,22,1,grounder_dcrm_qurm_mprime-x-3,24,3,30,exists-code
2181,110407,1106,195,1,grounder_dcrm_qurm_strips-gripper-x-2,18,6,227,exists-stepshare
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,1,exists
62658,8191679,36482,389,1,grounder_dcrm_qurm_power1,16,16,816,forall-code
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,2,exists
504,6233,53,4,1,grounder_dcrm_qurm_ztravel-2-4,12,4,42,exists-lazy
9489,135440,505,147,1,grounder_dcrm_qurm_pathways-01,20,9,345,forall-lazy
17099,833528,2558,58,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,87,exists-stepshare
2,14,0,0,1,grounder_dcrm_qurm_briefcase-o2,1,1,66,forall
7433,66635,281,172,1,grounder_dcrm_qurm_strips-log-x-1,57,6,476,exists-stepshare
170673,18185519,25929,3164,1,grounder_dcrm_qurm_truck-3,23,10,4912,exists-code
1413,67413,593,159,1,grounder_dcrm_qurm_ztravel-1-2,10,8,380,forall-code
2,733,9,1,2,grounder_dcrm_qurm_problem_x,8,8,3,exists-final
34026,5565534,7875,427,1,grounder_dcrm_qurm_grounded-truck-3,20,9,980,exists-lazy
3,25,2,2,1,grounder_dcrm_qurm_tsp-2,2,2,2,exists-code
20407,916950,2574,112,1,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,113,exists-code
2798,174335,1595,238,1,grounder_dcrm_qurm_strips-gripper-x-2,17,6,626,exists-lazy
10046,109893,209,47,48,grounder_dcrm_qurm_pathways-01,32,9,1461,forall-final
17542,3172761,4439,0,1,grounder_dcrm_qurm_grounded-truck-3,21,9,20023,exists
1237,30161,299,155,1,grounder_dcrm_qurm_dlog-2-2-4,19,7,334,forall-lazy
682,53963,257,26,1,grounder_dcrm_qurm_roverprob4213,9,7,162,exists-stepshare
75759,4716970,12446,1773,1,grounder_dcrm_qurm_truck-1,13,11,2979,forall-lazy
862,7479,41,17,1,grounder_dcrm_qurm_pathways-02,21,7,34,forall-code
16225,238969,935,242,243,grounder_dcrm_qurm_network1new_all_8_3_instance,9,6,4482,forall-final
1009,50873,124,3,1,grounder_dcrm_qurm_strips-sat-x-1,18,6,44,exists-decide
862,7479,41,17,1,grounder_dcrm_qurm_pathways-02,21,7,36,exists-lazy
2,733,9,1,1,grounder_dcrm_qurm_problem_x,8,8,5,exists-stepshare
44,3377,42,2,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,9,8,2,forall-decide
550,17693,167,45,1,grounder_dcrm_qurm_name,10,10,70,exists-decide
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,1,forall-prop
8069,258626,859,0,1,grounder_dcrm_qurm_prob1,62,12,24740,exists
64,1090,25,14,1,grounder_dcrm_qurm_name,4,4,40,forall-lazy
381,18059,77,36,1,grounder_dcrm_qurm_pathways-03,20,8,37,exists-stepshare
88,8317,53,0,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,16,8,283,forall
15010,623643,1967,52,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,52,exists-code
379,18198,78,39,1,grounder_dcrm_qurm_pathways-03,20,8,39,exists-code
2886,67665,179,2,1,grounder_dcrm_qurm_strips-sat-x-1,14,6,173,exists-stepshare
30,1346,17,6,7,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,12,exists-final
8038,1296733,3532,0,1,grounder_dcrm_qurm_name,23,23,105,exists
21186,2680394,10017,51,1,grounder_dcrm_qurm_pfile01,9,9,1412,forall-lazy
7600,629338,2484,252,1,grounder_dcrm_qurm_name,23,23,1131,exists-stepshare
3,5,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,0,exists-final
262,3297,24,179,1,grounder_dcrm_qurm_pathways-01,8,5,772,forall-prop
66,6236,54,3,1,grounder_dcrm_qurm_grounded-strips-psr-s7-n1-l3-f70,12,8,3,forall-code
585,3107,45,264,1,grounder_dcrm_qurm_mprime-x-1,14,5,1066,forall-prop
36796,5181518,14389,16,17,grounder_dcrm_qurm_strips-sat-x-1,11,10,50,forall-final
1147,72997,279,0,1,grounder_dcrm_qurm_strips-sat-x-1,11,7,65,exists-code
6475,728764,2839,45,1,grounder_dcrm_qurm_pfile03,7,7,954,exists-stepshare
978,43100,192,0,1,grounder_dcrm_qurm_pathways-01,34,9,167,forall
13482,2516449,9119,33,1,grounder_dcrm_qurm_pfile01,9,9,446,exists-decide
2,707,9,0,1,grounder_dcrm_qurm_problem_x,8,8,550,exists
37674,10206540,18069,1688,1,grounder_dcrm_qurm_grounded-truck-2,17,14,2471,forall-decide
30,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,7,2,1,forall-prop
150349,12188910,69949,866,867,grounder_dcrm_qurm_strips-gripper-x-2,17,11,14898,forall-final
1470,74656,728,261,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,532,forall-decide
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,0,exists-decide
892488,80252393,411761,2661,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-6,24,15,5702,exists-stepshare
35,621,14,7,1,grounder_dcrm_qurm_name,4,4,8,exists-stepshare
23,200,11,9,1,grounder_dcrm_qurm_tsp-3,3,3,18,forall-decide
642,30518,153,21,1,grounder_dcrm_qurm_roverprob3726,18,8,110,forall-code
8,8,0,0,1,grounder_dcrm_qurm_briefcase-o2,1,1,0,exists-stepshare
854,10453,67,39,1,grounder_dcrm_qurm_pathways-02,25,7,39,exists-decide
524,8040,77,7,8,grounder_dcrm_qurm_ztravel-1-3,8,6,13,forall-final
862,7479,41,17,1,grounder_dcrm_qurm_pathways-02,21,7,38,forall-lazy
3443,569352,1606,117,1,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,236,forall-decide
211293,27352166,37854,19366,1,grounder_dcrm_qurm_truck-3,24,10,121542,exists-prop
19084,825277,2681,6,7,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,12,forall-final
521,43843,219,20,1,grounder_dcrm_qurm_roverprob4213,9,7,194,forall-code
75,13050,49,1,1,grounder_dcrm_qurm_problem_x,17,9,8,exists-stepshare
822,113563,438,32,1,grounder_dcrm_qurm_roverprob1234,10,9,312,forall-lazy
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,0,exists-lazy
18109,873753,1353,49,50,grounder_dcrm_qurm_strips-sat-x-1,14,7,242,forall-final
38,2472,33,0,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,9,7,38,exists-prop
34967,670310,1350,524,1,grounder_dcrm_qurm_prob1,37,10,989,forall-code
1109,33860,89,0,1,grounder_dcrm_qurm_mprime-x-2,27,4,160965,exists
50,3339,26,68,1,grounder_dcrm_qurm_printjob,22,11,457,exists-prop
642,30518,153,21,1,grounder_dcrm_qurm_roverprob3726,18,8,146,exists-lazy
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,1,exists
16,1201,12,0,1,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,7608,forall
2181,110407,1106,195,1,grounder_dcrm_qurm_strips-gripper-x-2,18,6,227,exists-stepshare
222722,41611106,65682,5576,1,grounder_dcrm_qurm_truck-3,24,11,8702,exists-decide
658,24613,214,113,1,grounder_dcrm_qurm_dlog-2-2-4,23,7,182,forall-decide
2425,89628,767,124,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,225,exists-stepshare
2886,67665,179,2,1,grounder_dcrm_qurm_strips-sat-x-1,14,6,173,exists-stepshare
501,2483,43,17,1,grounder_dcrm_qurm_mprime-x-1,13,4,22,exists-decide
283,16211,53,304,1,grounder_dcrm_qurm_pathways-03,19,8,1083,exists-prop
204812,39207768,146698,490,1,grounder_dcrm_qurm_power1,19,19,33853,forall-prop
15491,763305,2666,586,1,grounder_dcrm_qurm_truck-1,13,8,961,exists-code
39319,4898209,22431,0,1,grounder_dcrm_qurm_power1,22,15,5198,exists
30,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,7,2,0,exists-code
216,8469,56,17,1,grounder_dcrm_qurm_printjob,22,11,65,exists-stepshare
246,5311,58,24,1,grounder_dcrm_qurm_ztravel-1-2,9,6,33,exists-code
2867,357685,1435,23,1,grounder_dcrm_qurm_pfile02,7,7,660,forall-decide
6,956,8,0,1,grounder_dcrm_qurm_printjob,15,9,264,forall
2139,103181,157,6656,1,grounder_dcrm_qurm_mprime-x-2,22,5,23493,forall-prop
40,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,37,2,0,forall-decide
21076,2878473,10512,1009,1,grounder_dcrm_qurm_pfile01,9,9,8896,forall-prop
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,0,exists-stepshare
27418,3062925,13792,0,1,grounder_dcrm_qurm_pfile01,9,9,1035,forall
242,6272,82,0,1,grounder_dcrm_qurm_ztravel-1-3,7,6,576,forall
3546,23706,69,40,41,grounder_dcrm_qurm_pathways-02,16,7,696,exists-final
7,451,7,2,1,grounder_dcrm_qurm_printjob,8,8,55,exists-prop
2805,50639,329,131,1,grounder_dcrm_qurm_network1new_all_8_3_instance,12,6,282,forall-lazy
34698,7631319,10668,704,1,grounder_dcrm_qurm_grounded-truck-3,24,10,966,exists-decide
188,2221,16,3,1,grounder_dcrm_qurm_pathways-01,9,5,6,exists-lazy
1456463,329645031,639804,0,1,grounder_dcrm_qurm_strips-sat-x-1,17,15,3037,forall
79,4775,61,5,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,9,8,126,forall-prop
6878,390138,1717,1847,1,grounder_dcrm_qurm_prob1,21,7,24540,forall-prop
6988,173992,1302,155,156,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,2550,forall-final
77,13052,49,1,2,grounder_dcrm_qurm_problem_x,17,9,2,exists-final
30312,4219211,12424,192,1,grounder_dcrm_qurm_strips-sat-x-1,11,10,2246,forall-code
4756,95525,369,0,1,grounder_dcrm_qurm_prob1,51,9,24742,exists
76145,5663862,13928,15616,1,grounder_dcrm_qurm_truck-1,13,11,70848,forall-prop
270676,28002819,57060,1123,1124,grounder_dcrm_qurm_grounded-truck-2,17,14,34668,forall-final
34,186,11,10,11,grounder_dcrm_qurm_tsp-3,3,3,32,exists-final
64,1090,25,14,1,grounder_dcrm_qurm_name,4,4,19,exists-code
504,6232,53,4,1,grounder_dcrm_qurm_ztravel-2-4,12,4,35,exists-stepshare
3845,23091,72,32,33,grounder_dcrm_qurm_pathways-02,15,7,448,exists-final
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,2,exists
7097,833567,3118,47,1,grounder_dcrm_qurm_pfile02,7,7,988,forall-lazy
36651,5180161,14388,15,16,grounder_dcrm_qurm_strips-sat-x-1,12,10,47,exists-final
34,218,7,7,1,grounder_dcrm_qurm_briefcase-o3,2,2,14,forall-lazy
28507,461408,2712,1262,1,grounder_dcrm_qurm_strips-log-x-1,41,9,2201,forall-code
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,1,exists-prop
248,3940,47,21,1,grounder_dcrm_qurm_ztravel-1-2,9,6,48,exists-stepshare
266,2204,32,0,1,grounder_dcrm_qurm_mprime-x-1,12,5,1266,forall
34,4171,21,6,1,grounder_dcrm_qurm_problem_x,9,9,11,forall-decide
191842,37673222,137172,488,1,grounder_dcrm_qurm_power1,19,19,1169,forall-code
292,6856,84,16,1,grounder_dcrm_qurm_ztravel-1-3,8,6,47,forall-decide
2584,95584,744,0,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,2366,exists
62658,8191679,36482,389,1,grounder_dcrm_qurm_power1,16,16,1005,forall-lazy
59,1131,17,8,9,grounder_dcrm_qurm_name,4,4,29,exists-final
629,11479,130,21,1,grounder_dcrm_qurm_ztravel-1-3,8,6,87,forall-lazy
7511,123495,505,149,1,grounder_dcrm_qurm_pathways-01,27,9,404,exists-stepshare
874,19651,48,1845,1,grounder_dcrm_qurm_mprime-x-2,24,4,9297,exists-prop
82853,14189671,58379,0,1,grounder_dcrm_qurm_power1,24,16,0,exists-lazy
32,3228,27,0,1,grounder_dcrm_qurm_grounded-strips-psr-s7-n1-l3-f70,13,7,0,exists-stepshare
3562,59286,311,105,106,grounder_dcrm_qurm_dlog-2-2-4,20,7,1105,exists-final
80,2125,14,3,4,grounder_dcrm_qurm_printjob,15,9,20,exists-final
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,1,forall-prop
124,814,18,2,1,grounder_dcrm_qurm_ztravel-1-3,6,4,3,exists-decide
36,1590,16,3,1,grounder_dcrm_qurm_printjob,15,9,12,exists-lazy
2373,117489,979,298,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,308,exists-decide
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,exists-final
21,276,16,13,1,grounder_dcrm_qurm_tsp-3,3,3,26,forall-code
14925,407238,739,86927,1,grounder_dcrm_qurm_original,12,5,276719,exists-prop
75,13050,49,1,1,grounder_dcrm_qurm_problem_x,17,9,8,exists-stepshare
435,28166,144,29,1,grounder_dcrm_qurm_roverprob3726,18,8,102,forall-decide
9489,135440,505,147,1,grounder_dcrm_qurm_pathways-01,20,9,345,forall-code
133,4108,20,0,1,grounder_dcrm_qurm_pathways-02,20,7,594,forall
1611,34508,113,71,1,grounder_dcrm_qurm_pathways-03,47,8,139,forall-decide
7,944,8,11,1,grounder_dcrm_qurm_printjob,15,9,158,exists-prop
2203,25258,91,48,1,grounder_dcrm_qurm_pathways-03,24,8,48,exists-decide
4078,303561,1759,0,1,grounder_dcrm_qurm_pfile02,7,7,1540,forall
1147,72997,279,0,1,grounder_dcrm_qurm_strips-sat-x-1,11,7,142,exists-lazy
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,exists-lazy
744,4202,64,26,1,grounder_dcrm_qurm_mprime-x-1,17,5,54,forall-code
1036709,90951360,463722,2685,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-4,25,15,6383,exists-stepshare
28770,3105327,7379,6738,1,grounder_dcrm_qurm_grounded-truck-1,13,11,27821,forall-prop
497,16298,91,38,1,grounder_dcrm_qurm_pathways-03,19,8,54,exists-stepshare
12,593,9,1,1,grounder_dcrm_qurm_printjob,8,8,1,exists-stepshare
102,1309,22,11,1,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,26,forall-decide
16036,1321302,3870,298,299,grounder_dcrm_qurm_name,23,23,4844,forall-final
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,2,forall-prop
1036709,90951360,463722,2685,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-4,25,15,6383,exists-stepshare
282,6204,42,14,1,grounder_dcrm_qurm_pathways-03,18,8,14,exists-decide
2209,130412,1157,0,1,grounder_dcrm_qurm_strips-gripper-x-2,18,6,473,exists
32,3228,27,0,1,grounder_dcrm_qurm_grounded-strips-psr-s7-n1-l3-f70,13,7,47,exists-prop
8765,1023225,3909,1304,1,grounder_dcrm_qurm_pfile03,7,7,11992,exists-prop
19084,825277,2681,6,7,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,12,exists-final
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,exists-stepshare
29962,2234382,5603,979,1,grounder_dcrm_qurm_truck-2,17,9,1588,exists-code
16522,2907673,6013,7,1,grounder_dcrm_qurm_strips-sat-x-1,18,9,607,exists-stepshare
31048,3038886,7472,305,1,grounder_dcrm_qurm_grounded-truck-2,18,10,614,exists-stepshare
178,14528,91,8,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,15,8,8,forall-code
17095,634811,2777,2950,1,grounder_dcrm_qurm_strips-log-x-1,48,9,22927,forall-prop
8,8,0,0,1,grounder_dcrm_qurm_briefcase-o2,1,1,0,exists-decide
3,5,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,0,forall-lazy
521,43843,219,20,1,grounder_dcrm_qurm_roverprob4213,9,7,236,exists-lazy
2319,99470,783,621,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,4482,forall-prop
2886,67665,179,2,1,grounder_dcrm_qurm_strips-sat-x-1,14,6,72,exists-code
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,0,exists-stepshare
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,0,exists-final
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,1,exists-prop
7054,718100,2691,297,1,grounder_dcrm_qurm_name,23,23,862,forall-code
2948,185888,1597,285,1,grounder_dcrm_qurm_strips-gripper-x-2,18,6,2371,exists-prop
75,13050,49,1,1,grounder_dcrm_qurm_problem_x,17,9,1,exists-code
